Field Site,Transplant Site,Transplant Zone,Transect,Plot #,Origin Zone,Origin Site,SA - zone,SA- sitexzone,SA - site,Genotype.Origin,Genotype.ID,Genotype.Rep,Date,Julian Day,Surivial,Status,# Live Stems,max Height,Flowering.Yes
TFB,Folly Beach,Tall,7,16,Short,FB,allopatric,allopatric,sympatric,SFB,SFB 19,D,16-Aug,229,0,1,NA,NA,NA
TFB,Folly Beach,Tall,7,17,Short,FB,allopatric,allopatric,sympatric,SFB,SFB 6,C,16-Aug,229,0,1,NA,NA,NA
TFB,Folly Beach,Tall,7,18,Tall,BI,sympatric,allopatric,allopatric,TBI,TBI 4,E,16-Aug,229,0,1,NA,NA,NA
TFB,Folly Beach,Tall,7,19,Short,FJ,allopatric,allopatric,allopatric,SFJ,SFJ 16,B,16-Aug,229,0,1,NA,NA,NA
TFB,Folly Beach,Tall,7,20,Short,BI,allopatric,allopatric,allopatric,SBI,SBI 15,E,16-Aug,229,0,1,NA,NA,NA
TFB,Folly Beach,Tall,7,21,Tall,BI,sympatric,allopatric,allopatric,TBI,TBI 22,A,16-Aug,229,0,1,NA,NA,NA
TFB,Folly Beach,Tall,7,22,Short,FJ,allopatric,allopatric,allopatric,SFJ,SFJ 25,C,16-Aug,229,0,1,NA,NA,NA
TFB,Folly Beach,Tall,7,23,Tall,FJ,sympatric,allopatric,allopatric,TFJ,TFJ 17,E,16-Aug,229,0,1,NA,NA,NA
TFB,Folly Beach,Tall,7,24,Tall,BI,sympatric,allopatric,allopatric,TBI,TBI 21,G,16-Aug,229,0,1,NA,NA,NA
TFB,Folly Beach,Tall,7,25,Tall,FB,sympatric,sympatric,sympatric,TFB,TFB 5,A,16-Aug,229,0,1,NA,NA,NA
TFB,Folly Beach,Tall,7,26,Tall,FJ,sympatric,allopatric,allopatric,TFJ,TFJ 15,C,16-Aug,229,0,1,NA,NA,NA
TFB,Folly Beach,Tall,7,27,Tall,FB,sympatric,sympatric,sympatric,TFB,TFB 1,E,16-Aug,229,1,0,1,45.72,NA
TFB,Folly Beach,Tall,7,28,Short,BI,allopatric,allopatric,allopatric,SBI,SBI 2,G,16-Aug,229,1,0,2,45.72,NA
TFB,Folly Beach,Tall,7,29,Tall,FB,sympatric,sympatric,sympatric,TFB,TFB 7,E,16-Aug,229,1,0,2,69.85,NA
TFB,Folly Beach,Tall,7,30,Short,FJ,allopatric,allopatric,allopatric,SFJ,SFJ 13,B,16-Aug,229,0,1,NA,NA,NA
TFB,Folly Beach,Tall,8,1,Tall,BI,sympatric,allopatric,allopatric,TBI,TBI 11,F,16-Aug,229,1,0,1,40.005,NA
TFB,Folly Beach,Tall,8,2,Short,BI,allopatric,allopatric,allopatric,SBI,SBI 6,E,16-Aug,229,1,0,1,51.054,NA
TFB,Folly Beach,Tall,8,3,Tall,FJ,sympatric,allopatric,allopatric,TFJ,TFJ 5,E,16-Aug,229,1,0,2,71.755,NA
TFB,Folly Beach,Tall,8,4,Tall,FJ,sympatric,allopatric,allopatric,TFJ,TFJ 9,D,16-Aug,229,0,1,NA,NA,NA
TFB,Folly Beach,Tall,8,5,Tall,FB,sympatric,sympatric,sympatric,TFB,TFB 3,B,16-Aug,229,0,1,NA,NA,NA
TFB,Folly Beach,Tall,8,6,Tall,BI,sympatric,allopatric,allopatric,TBI,TBI 14,E,16-Aug,229,1,0,1,80.01,NA
TFB,Folly Beach,Tall,8,7,Tall,BI,sympatric,allopatric,allopatric,TBI,TBI 1,F,16-Aug,229,0,1,NA,NA,NA
TFB,Folly Beach,Tall,8,8,Tall,FB,sympatric,sympatric,sympatric,TFB,TFB 17,H,16-Aug,229,1,0,4,53.34,NA
TFB,Folly Beach,Tall,8,9,Short,FJ,allopatric,allopatric,allopatric,SFJ,SFJ 12,G,16-Aug,229,0,1,NA,NA,NA
TFB,Folly Beach,Tall,8,10,Tall,FJ,sympatric,allopatric,allopatric,TFJ,TFJ 1,E,16-Aug,229,1,0,1,69.85,NA
TFB,Folly Beach,Tall,8,11,Short,FB,allopatric,allopatric,sympatric,SFB,SFB 2,,16-Aug,229,1,0,2,39.37,NA
TFB,Folly Beach,Tall,8,12,Tall,FB,sympatric,sympatric,sympatric,TFB,TFB 10,A,16-Aug,229,0,1,NA,NA,NA
TFB,Folly Beach,Tall,8,13,Short,BI,allopatric,allopatric,allopatric,SBI,SBI 16,D,16-Aug,229,0,1,NA,NA,NA
TFB,Folly Beach,Tall,8,14,Short,FJ,allopatric,allopatric,allopatric,SFJ,SFJ 6,D,16-Aug,229,0,1,NA,NA,NA
TFB,Folly Beach,Tall,8,15,Short,BI,allopatric,allopatric,allopatric,SBI,SBI 1,H,16-Aug,229,1,0,3,66.675,NA
TFB,Folly Beach,Tall,8,16,Tall,BI,sympatric,allopatric,allopatric,TBI,TBI 19,C,16-Aug,229,1,0,1,34.29,NA
TFB,Folly Beach,Tall,8,17,Short,FB,allopatric,allopatric,sympatric,SFB,SFB 11,D,16-Aug,229,0,1,NA,NA,NA
TFB,Folly Beach,Tall,8,18,Short,FJ,allopatric,allopatric,allopatric,SFJ,SFJ 20,A,16-Aug,229,0,1,NA,NA,NA
TFB,Folly Beach,Tall,8,19,Short,FB,allopatric,allopatric,sympatric,SFB,SFB 23,C,16-Aug,229,0,1,NA,NA,NA
TFB,Folly Beach,Tall,8,20,Tall,BI,sympatric,allopatric,allopatric,TBI,TBI 6,B,16-Aug,229,1,0,2,50.8,NA
TFB,Folly Beach,Tall,8,21,Short,FB,allopatric,allopatric,sympatric,SFB,SFB 15,F,16-Aug,229,1,0,2,43.18,NA
TFB,Folly Beach,Tall,8,22,Tall,FJ,sympatric,allopatric,allopatric,TFJ,TFJ 24,B,16-Aug,229,1,0,1,58.42,NA
TFB,Folly Beach,Tall,8,23,Short,FJ,allopatric,allopatric,allopatric,SFJ,SFJ 8,A,16-Aug,229,1,0,2,33.655,NA
TFB,Folly Beach,Tall,8,24,Tall,FB,sympatric,sympatric,sympatric,TFB,TFB 13,B,16-Aug,229,1,0,1,3.81,NA
TFB,Folly Beach,Tall,8,25,Short,BI,allopatric,allopatric,allopatric,SBI,SBI 20,D,16-Aug,229,1,0,5,10.16,NA
TFB,Folly Beach,Tall,8,26,Tall,FB,sympatric,sympatric,sympatric,TFB,TFB 25,A,16-Aug,229,1,0,3,58.42,NA
TFB,Folly Beach,Tall,8,27,Short,FJ,allopatric,allopatric,allopatric,SFJ,SFJ 9,C,16-Aug,229,1,0,4,45.085,NA
TFB,Folly Beach,Tall,8,28,Short,FB,allopatric,allopatric,sympatric,SFB,SFB 25,H,16-Aug,229,1,0,2,21.59,NA
TFB,Folly Beach,Tall,8,29,Tall,FJ,sympatric,allopatric,allopatric,TFJ,TFJ 13,B,16-Aug,229,1,0,3,34.29,NA
TFB,Folly Beach,Tall,8,30,Short,BI,allopatric,allopatric,allopatric,SBI,SBI 9,A,16-Aug,229,0,1,NA,NA,NA
TFJ,Fort Johnson,Tall,9,1,Tall,BI,sympatric,allopatric,allopatric,TBI,TBI 17,G,16-Aug,229,1,0,1,63.754,NA
TFJ,Fort Johnson,Tall,9,2,Short,FJ,allopatric,allopatric,sympatric,SFJ,SFJ 7,F,16-Aug,229,1,0,1,20.828,NA
TFJ,Fort Johnson,Tall,9,3,Short,BI,allopatric,allopatric,allopatric,SBI,SBI 2,A,16-Aug,229,0,1,NA,NA,NA
TFJ,Fort Johnson,Tall,9,4,Tall,FJ,sympatric,sympatric,sympatric,TFJ,TFJ 20,D,16-Aug,229,0,1,NA,NA,NA
TFJ,Fort Johnson,Tall,9,5,Tall,FB,sympatric,allopatric,allopatric,TFB,TFB 12,E,16-Aug,229,0,1,NA,NA,NA
TFJ,Fort Johnson,Tall,9,6,Short,FB,allopatric,allopatric,allopatric,SFB,SFB 19,C,16-Aug,229,0,1,NA,NA,NA
TFJ,Fort Johnson,Tall,9,7,Tall,FJ,sympatric,sympatric,sympatric,TFJ,TFJ 17,B,16-Aug,229,1,0,2,7.7978,NA
TFJ,Fort Johnson,Tall,9,8,Tall,FJ,sympatric,sympatric,sympatric,TFJ,TFJ 9,F,16-Aug,229,1,0,9,80.264,NA
TFJ,Fort Johnson,Tall,9,9,Short,BI,allopatric,allopatric,allopatric,SBI,SBI 9,C,16-Aug,229,0,1,NA,NA,NA
TFJ,Fort Johnson,Tall,9,10,Tall,FB,sympatric,allopatric,allopatric,TFB,TFB 1,C,16-Aug,229,1,0,9,83.058,NA
TFJ,Fort Johnson,Tall,9,11,Short,FB,allopatric,allopatric,allopatric,SFB,SFB 25,A,16-Aug,229,0,1,NA,NA,NA
TFJ,Fort Johnson,Tall,9,12,Short,BI,allopatric,allopatric,allopatric,SBI,SBI 16,E,16-Aug,229,0,1,NA,NA,NA
TFJ,Fort Johnson,Tall,9,13,Tall,BI,sympatric,allopatric,allopatric,TBI,TBI 19,E,16-Aug,229,0,1,NA,NA,NA
TFJ,Fort Johnson,Tall,9,14,Short,FJ,allopatric,allopatric,sympatric,SFJ,SFJ 13,E,16-Aug,229,1,0,3,71.12,NA
TFJ,Fort Johnson,Tall,9,15,Tall,FB,sympatric,allopatric,allopatric,TFB,TFB 25,F,16-Aug,229,1,0,2,59.69,NA
TFJ,Fort Johnson,Tall,9,16,Tall,BI,sympatric,allopatric,allopatric,TBI,TBI 4,C,16-Aug,229,0,1,NA,NA,NA
TFJ,Fort Johnson,Tall,9,17,Tall,FB,sympatric,allopatric,allopatric,TFB,TFB 10,H,16-Aug,229,0,1,NA,NA,NA
TFJ,Fort Johnson,Tall,9,18,Short,BI,allopatric,allopatric,allopatric,SBI,SBI 20,A,16-Aug,229,0,1,NA,NA,NA
TFJ,Fort Johnson,Tall,9,19,Short,FJ,allopatric,allopatric,sympatric,SFJ,SFJ 6,H,16-Aug,229,1,0,1,1.27,NA
TFJ,Fort Johnson,Tall,9,20,Tall,FJ,sympatric,sympatric,sympatric,TFJ,TFJ 15,A,16-Aug,229,0,1,NA,NA,NA
TFJ,Fort Johnson,Tall,9,21,Short,FB,allopatric,allopatric,allopatric,SFB,SFB 23,D,16-Aug,229,0,1,NA,NA,NA
TFJ,Fort Johnson,Tall,9,22,Tall,BI,sympatric,allopatric,allopatric,TBI,TBI 14,A,16-Aug,229,0,1,NA,NA,NA
TFJ,Fort Johnson,Tall,9,23,Short,BI,allopatric,allopatric,allopatric,SBI,SBI 19,D,16-Aug,229,1,0,4,54.356,NA
TFJ,Fort Johnson,Tall,9,24,Short,FJ,allopatric,allopatric,sympatric,SFJ,SFJ 16,F,16-Aug,229,1,0,3,39.37,NA
TFJ,Fort Johnson,Tall,9,25,Short,FJ,allopatric,allopatric,sympatric,SFJ,SFJ 9,F,16-Aug,229,0,1,NA,NA,NA
TFJ,Fort Johnson,Tall,9,26,Short,FB,allopatric,allopatric,allopatric,SFB,SFB 6,B,16-Aug,229,0,1,NA,NA,NA
TFJ,Fort Johnson,Tall,9,27,Tall,FB,sympatric,allopatric,allopatric,TFB,TFB 7,G,16-Aug,229,1,0,6,72.136,NA
TFJ,Fort Johnson,Tall,9,28,Short,FB,allopatric,allopatric,allopatric,SFB,SFB 15,C,16-Aug,229,0,1,NA,NA,NA
TFJ,Fort Johnson,Tall,9,29,Tall,BI,sympatric,allopatric,allopatric,TBI,TBI 3,A,16-Aug,229,1,0,9,48.26,NA
TFJ,Fort Johnson,Tall,9,30,Tall,FJ,sympatric,sympatric,sympatric,TFJ,TFJ 16,Z,16-Aug,229,0,1,NA,NA,NA
TFJ,Fort Johnson,Tall,10,1,Tall,FJ,sympatric,sympatric,sympatric,TFJ,TFJ 5,A,16-Aug,229,0,1,NA,NA,NA
TFJ,Fort Johnson,Tall,10,2,Tall,FJ,sympatric,sympatric,sympatric,TFJ,TFJ 13,E,16-Aug,229,0,1,NA,NA,NA
TFJ,Fort Johnson,Tall,10,3,Tall,FB,sympatric,allopatric,allopatric,TFB,TFB 17,E,16-Aug,229,1,0,5,66.294,NA
TFJ,Fort Johnson,Tall,10,4,Tall,FJ,sympatric,sympatric,sympatric,TFJ,TFJ 1,C,16-Aug,229,1,0,7,56.388,NA
TFJ,Fort Johnson,Tall,10,5,Tall,BI,sympatric,allopatric,allopatric,TBI,TBI 21,F,16-Aug,229,1,0,4,77.216,NA
TFJ,Fort Johnson,Tall,10,6,Tall,BI,sympatric,allopatric,allopatric,TBI,TBI 11,B,16-Aug,229,1,0,5,63.246,NA
TFJ,Fort Johnson,Tall,10,7,Tall,BI,sympatric,allopatric,allopatric,TBI,TBI 6,E,16-Aug,229,1,0,3,39.37,NA
TFJ,Fort Johnson,Tall,10,8,Short,FJ,allopatric,allopatric,sympatric,SFJ,SFJ 20,B,16-Aug,229,1,0,5,45.466,NA
TFJ,Fort Johnson,Tall,10,9,Short,FJ,allopatric,allopatric,sympatric,SFJ,SFJ 12,E,16-Aug,229,1,0,2,50.8,NA
TFJ,Fort Johnson,Tall,10,10,Short,BI,allopatric,allopatric,allopatric,SBI,SBI 6,F,16-Aug,229,1,0,3,58.42,NA
TFJ,Fort Johnson,Tall,10,11,Short,BI,allopatric,allopatric,allopatric,SBI,SBI 7,E,16-Aug,229,1,0,6,50.8,NA
TFJ,Fort Johnson,Tall,10,12,Short,FB,allopatric,allopatric,allopatric,SFB,SFB 9,F,16-Aug,229,0,1,NA,NA,NA
TFJ,Fort Johnson,Tall,10,13,Short,FB,allopatric,allopatric,allopatric,SFB,SFB 11,F,16-Aug,229,0,1,NA,NA,NA
TFJ,Fort Johnson,Tall,10,14,Short,FJ,allopatric,allopatric,sympatric,SFJ,SFJ 8,E,16-Aug,229,1,0,2,7.62,NA
TFJ,Fort Johnson,Tall,10,15,Short,FB,allopatric,allopatric,allopatric,SFB,SFB 2,G,16-Aug,229,1,0,2,7.62,NA
TFJ,Fort Johnson,Tall,10,16,Tall,FJ,sympatric,sympatric,sympatric,TFJ,TFJ 24,E,16-Aug,229,0,1,NA,NA,NA
TFJ,Fort Johnson,Tall,10,17,Short,BI,allopatric,allopatric,allopatric,SBI,SBI 15,D,16-Aug,229,0,1,NA,NA,NA
TFJ,Fort Johnson,Tall,10,18,Short,BI,allopatric,allopatric,allopatric,SBI,SBI 1,F,16-Aug,229,0,1,NA,NA,NA
TFJ,Fort Johnson,Tall,10,19,Tall,BI,sympatric,allopatric,allopatric,TBI,TBI 1,G,16-Aug,229,1,0,2,70.866,NA
TFJ,Fort Johnson,Tall,10,20,Short,FJ,allopatric,allopatric,sympatric,SFJ,SFJ 25,B,16-Aug,229,1,0,2,58.674,NA
TFJ,Fort Johnson,Tall,10,21,Short,FB,allopatric,allopatric,allopatric,SFB,SFB 12,E,16-Aug,229,0,1,NA,NA,NA
TFJ,Fort Johnson,Tall,10,22,Tall,FJ,sympatric,sympatric,sympatric,TFJ,TFJ 19,F,16-Aug,229,1,0,1,20.828,NA
TFJ,Fort Johnson,Tall,10,23,Short,BI,allopatric,allopatric,allopatric,SBI,SBI 10,H,16-Aug,229,1,0,2,51.054,NA
TFJ,Fort Johnson,Tall,10,24,Tall,FB,sympatric,allopatric,allopatric,TFB,TFB 13,A,16-Aug,229,NA,NA,NA,NA,NA
TFJ,Fort Johnson,Tall,10,25,Short,FB,allopatric,allopatric,allopatric,SFB,SFB 4,A,16-Aug,229,0,1,NA,NA,NA
TFJ,Fort Johnson,Tall,10,26,Tall,FB,sympatric,allopatric,allopatric,TFB,TFB 4,D,16-Aug,229,NA,NA,NA,NA,NA
TFJ,Fort Johnson,Tall,10,27,Tall,FB,sympatric,allopatric,allopatric,TFB,TFB 3,F,16-Aug,229,NA,NA,NA,NA,NA
TFJ,Fort Johnson,Tall,10,28,Tall,BI,sympatric,allopatric,allopatric,TBI,TBI 22,C,16-Aug,229,0,1,NA,NA,NA
TFJ,Fort Johnson,Tall,10,29,Tall,FB,sympatric,allopatric,allopatric,TFB,TFB 3,E,16-Aug,229,0,1,NA,NA,NA
TFJ,Fort Johnson,Tall,10,30,Short,FJ,allopatric,allopatric,sympatric,SFJ,SFJ 22,C,16-Aug,229,0,1,NA,NA,NA
TBI,Bowens Island,Tall,11,1,Short,FJ,allopatric,,allopatric,SFJ,SFJ 13,D,16-Aug,229,0,1,NA,NA,NA
TBI,Bowens Island,Tall,11,2,Short,FJ,allopatric,,allopatric,SFJ,SFJ 7,B,16-Aug,229,0,1,NA,NA,NA
TBI,Bowens Island,Tall,11,3,Tall,BI,sympatric,,sympatric,TBI,TBI 14,F,16-Aug,229,0,1,NA,NA,NA
TBI,Bowens Island,Tall,11,4,Tall,FB,sympatric,,allopatric,TFB,TFB 7,H,16-Aug,229,1,0,1,40.64,NA
TBI,Bowens Island,Tall,11,5,Short,FJ,allopatric,,allopatric,SFJ,SFJ 8,B,16-Aug,229,0,1,NA,NA,NA
TBI,Bowens Island,Tall,11,6,Short,FJ,allopatric,,allopatric,SFJ,SFJ 22,G,16-Aug,229,0,1,NA,NA,NA
TBI,Bowens Island,Tall,11,7,Tall,BI,sympatric,,sympatric,TBI,TBI 11,D,16-Aug,229,0,1,NA,NA,NA
TBI,Bowens Island,Tall,11,8,Short,BI,allopatric,,sympatric,SBI,SBI 10,G,16-Aug,229,0,1,NA,NA,NA
TBI,Bowens Island,Tall,11,9,Short,FB,allopatric,,allopatric,SFB,SFB 11,A,16-Aug,229,0,1,NA,NA,NA
TBI,Bowens Island,Tall,11,10,Tall,FJ,sympatric,,allopatric,TFJ,TFJ 20,F,16-Aug,229,0,1,NA,NA,NA
TBI,Bowens Island,Tall,11,11,Short,BI,allopatric,,sympatric,SBI,SBI 20,F,16-Aug,229,0,1,NA,NA,NA
TBI,Bowens Island,Tall,11,12,Short,FB,allopatric,,allopatric,SFB,SFB 9,A,16-Aug,229,0,1,NA,NA,NA
TBI,Bowens Island,Tall,11,13,Short,FB,allopatric,,allopatric,SFB,SFB 23,F,16-Aug,229,0,1,NA,NA,NA
TBI,Bowens Island,Tall,11,14,Tall,FJ,sympatric,,allopatric,TFJ,TFJ 15,E,16-Aug,229,0,1,NA,NA,NA
TBI,Bowens Island,Tall,11,15,Short,BI,allopatric,,sympatric,SBI,SBI 2,B,16-Aug,229,0,1,NA,NA,NA
TBI,Bowens Island,Tall,11,16,Short,BI,allopatric,,sympatric,SBI,SBI 6,B,16-Aug,229,1,0,1,21.59,NA
TBI,Bowens Island,Tall,11,17,Tall,FJ,sympatric,,allopatric,TFJ,TFJ 1,H,16-Aug,229,0,1,NA,NA,NA
TBI,Bowens Island,Tall,11,18,Tall,FJ,sympatric,,allopatric,TFJ,TFJ 19,D,16-Aug,229,0,1,NA,NA,NA
TBI,Bowens Island,Tall,11,19,Short,FJ,allopatric,,allopatric,SFJ,SFJ 6,G,16-Aug,229,0,1,NA,NA,NA
TBI,Bowens Island,Tall,11,20,Tall,FB,sympatric,,allopatric,TFB,TFB 17,D,16-Aug,229,0,1,NA,NA,NA
TBI,Bowens Island,Tall,11,21,Tall,FB,sympatric,,allopatric,TFB,TFB 10,F,16-Aug,229,0,1,NA,NA,NA
TBI,Bowens Island,Tall,11,22,Tall,BI,sympatric,,sympatric,TBI,TBI 6,C,16-Aug,229,0,1,NA,NA,NA
TBI,Bowens Island,Tall,11,23,Tall,BI,sympatric,,sympatric,TBI,TBI 1,B,16-Aug,229,0,1,NA,NA,NA
TBI,Bowens Island,Tall,11,24,Tall,FB,sympatric,,allopatric,TFB,TFB 5,B,16-Aug,229,1,0,1,54.61,NA
TBI,Bowens Island,Tall,11,25,Tall,FB,sympatric,,allopatric,TFB,TFB 12,D,16-Aug,229,0,1,NA,NA,NA
TBI,Bowens Island,Tall,11,26,Short,FB,allopatric,,allopatric,SFB,SFB 15,B,16-Aug,229,0,1,NA,NA,NA
TBI,Bowens Island,Tall,11,27,Short,FB,allopatric,,allopatric,SFB,SFB 6,F,16-Aug,229,0,1,NA,NA,NA
TBI,Bowens Island,Tall,11,28,Short,BI,allopatric,,sympatric,SBI,SBI 7,D,16-Aug,229,0,1,NA,NA,NA
TBI,Bowens Island,Tall,11,29,Tall,FJ,sympatric,,allopatric,TFJ,TFJ 17,E,16-Aug,229,0,1,NA,NA,NA
TBI,Bowens Island,Tall,11,30,Tall,FB,sympatric,,allopatric,TFB,TFB 4,B,16-Aug,229,0,1,NA,NA,NA
TBI,Bowens Island,Tall,12,1,Short,FB,allopatric,,allopatric,SFB,SFB 2,E,16-Aug,229,0,1,NA,NA,NA
TBI,Bowens Island,Tall,12,2,Tall,FJ,sympatric,,allopatric,TFJ,TFJ 9,B,16-Aug,229,1,0,1,38.1,NA
TBI,Bowens Island,Tall,12,3,Short,FB,allopatric,,allopatric,SFB,SFB 25,F,16-Aug,229,1,0,1,24.765,NA
TBI,Bowens Island,Tall,12,4,Short,BI,allopatric,,sympatric,SBI,SBI 19,G,16-Aug,229,0,1,NA,NA,NA
TBI,Bowens Island,Tall,12,5,Tall,FB,sympatric,,allopatric,TFB,TFB 1,D,16-Aug,229,0,1,NA,NA,NA
TBI,Bowens Island,Tall,12,6,Tall,BI,sympatric,,sympatric,TBI,TBI 4,H,16-Aug,229,0,1,NA,NA,NA
TBI,Bowens Island,Tall,12,7,Short,FJ,allopatric,,allopatric,SFJ,SFJ 20,E,16-Aug,229,1,0,1,21.59,NA
TBI,Bowens Island,Tall,12,8,Tall,FJ,sympatric,,allopatric,TFJ,TFJ 24,C,16-Aug,229,0,1,NA,NA,NA
TBI,Bowens Island,Tall,12,9,Tall,FJ,sympatric,,allopatric,TFJ,TFJ 16,G,16-Aug,229,0,1,NA,NA,NA
TBI,Bowens Island,Tall,12,10,Short,BI,allopatric,,sympatric,SBI,SBI 16,A,16-Aug,229,0,1,NA,NA,NA
TBI,Bowens Island,Tall,12,11,Short,BI,allopatric,,sympatric,SBI,SBI 15,G,16-Aug,229,0,1,NA,NA,NA
TBI,Bowens Island,Tall,12,12,Tall,FJ,sympatric,,allopatric,TFJ,TFJ 13,C,16-Aug,229,0,1,NA,NA,NA
TBI,Bowens Island,Tall,12,13,Tall,FB,sympatric,,allopatric,TFB,TFB 3,D,16-Aug,229,0,1,NA,NA,NA
TBI,Bowens Island,Tall,12,14,Tall,BI,sympatric,,sympatric,TBI,TBI 17,C,16-Aug,229,0,1,NA,NA,NA
TBI,Bowens Island,Tall,12,15,Short,BI,allopatric,,sympatric,SBI,SBI 1,G,16-Aug,229,1,0,1,11.43,NA
TBI,Bowens Island,Tall,12,16,Short,FJ,allopatric,,allopatric,SFJ,SFJ 12,B,16-Aug,229,0,1,NA,NA,NA
TBI,Bowens Island,Tall,12,17,Short,FJ,allopatric,,allopatric,SFJ,SFJ 16,E,16-Aug,229,0,1,NA,NA,NA
TBI,Bowens Island,Tall,12,18,Tall,BI,sympatric,,sympatric,TBI,TBI 21,B,16-Aug,229,0,1,NA,NA,NA
TBI,Bowens Island,Tall,12,19,Tall,BI,sympatric,,sympatric,TBI,TBI 3,H,16-Aug,229,0,1,NA,NA,NA
TBI,Bowens Island,Tall,12,20,Tall,BI,sympatric,,sympatric,TBI,TBI 22,G,16-Aug,229,1,0,1,60.96,NA
TBI,Bowens Island,Tall,12,21,Short,FB,allopatric,,allopatric,SFB,SFB 12,H,16-Aug,229,0,1,NA,NA,NA
TBI,Bowens Island,Tall,12,22,Short,FJ,allopatric,,allopatric,SFJ,SFJ 25,G,16-Aug,229,0,1,NA,NA,NA
TBI,Bowens Island,Tall,12,23,Short,FB,allopatric,,allopatric,SFB,SFB 4,F,16-Aug,229,0,1,NA,NA,NA
TBI,Bowens Island,Tall,12,24,Short,FJ,allopatric,,allopatric,SFJ,SFJ 9,G,16-Aug,229,1,0,2,55.88,NA
TBI,Bowens Island,Tall,12,25,Tall,BI,sympatric,,sympatric,TBI,TBI 19,F,16-Aug,229,0,1,NA,NA,NA
TBI,Bowens Island,Tall,12,26,Tall,FB,sympatric,,allopatric,TFB,TFB 13,H,16-Aug,229,0,1,NA,NA,NA
TBI,Bowens Island,Tall,12,27,Short,BI,allopatric,,sympatric,SBI,SBI 9,F,16-Aug,229,0,1,NA,NA,NA
TBI,Bowens Island,Tall,12,28,Short,FB,allopatric,,allopatric,SFB,SFB 19,F,16-Aug,229,0,1,NA,NA,NA
TBI,Bowens Island,Tall,12,29,Tall,FB,sympatric,,allopatric,TFB,TFB 25,G,16-Aug,229,0,1,NA,NA,NA
TBI,Bowens Island,Tall,12,30,Tall,FJ,sympatric,,allopatric,TFJ,TFJ 5,H,16-Aug,229,0,1,NA,NA,NA
SBI,Bowens Island,Short,1,1,Tall,FJ,allopatric,allopatric,allopatric,TFJ,TFJ 9,A,16-Sep,260,1,0,10,34.29,
SBI,Bowens Island,Short,1,2,Short,BI,sympatric,sympatric,sympatric,SBI,SBI 10,B,16-Sep,260,1,0,12,34.29,
SBI,Bowens Island,Short,1,3,Short,FJ,sympatric,allopatric,allopatric,SFJ,SFJ 25,F,16-Sep,260,1,0,15,36.83,
SBI,Bowens Island,Short,1,4,Tall,BI,allopatric,allopatric,sympatric,TBI,TBI 14,D,16-Sep,260,1,0,9,51.435,
SBI,Bowens Island,Short,1,5,Tall,BI,allopatric,allopatric,sympatric,TBI,TBI 1,D,16-Sep,260,1,0,8,43.18,
SBI,Bowens Island,Short,1,6,Tall,FJ,allopatric,allopatric,allopatric,TFJ,TFJ 5,B,16-Sep,260,1,0,15,34.29,
SBI,Bowens Island,Short,1,7,Tall,FB,allopatric,allopatric,allopatric,TFB,TFB 1,F,16-Sep,260,1,0,15,40.64,
SBI,Bowens Island,Short,1,8,Short,FB,sympatric,allopatric,allopatric,SFB,SFB 9,B,16-Sep,260,1,0,2,17.78,
SBI,Bowens Island,Short,1,9,Short,BI,sympatric,sympatric,sympatric,SBI,SBI 9,D,16-Sep,260,1,0,14,53.34,
SBI,Bowens Island,Short,1,10,Short,FB,sympatric,allopatric,allopatric,SFB,SFB 23,G,16-Sep,260,1,0,6,50.8,
SBI,Bowens Island,Short,1,11,Tall,FJ,allopatric,allopatric,allopatric,TFJ,TFJ 19,E,16-Sep,260,1,0,13,41.275,
SBI,Bowens Island,Short,1,12,Tall,FB,allopatric,allopatric,allopatric,TFB,TFB 25,H,16-Sep,260,1,0,16,55.88,
SBI,Bowens Island,Short,1,13,Short,FJ,sympatric,allopatric,allopatric,SFJ,SFJ 9,D,16-Sep,260,1,0,15,39.37,
SBI,Bowens Island,Short,1,14,Tall,BI,allopatric,allopatric,sympatric,TBI,TBI 17,D,16-Sep,260,1,0,8,60.96,
SBI,Bowens Island,Short,1,15,Short,FB,sympatric,allopatric,allopatric,SFB,SFB 19,B,16-Sep,260,1,0,12,38.1,
SBI,Bowens Island,Short,1,16,Short,BI,sympatric,sympatric,sympatric,SBI,SBI 6,A,16-Sep,260,1,0,10,40.64,
SBI,Bowens Island,Short,1,17,Short,FB,sympatric,allopatric,allopatric,SFB,SFB 11,B,16-Sep,260,1,0,11,25.4,
SBI,Bowens Island,Short,1,18,Tall,FB,allopatric,allopatric,allopatric,TFB,TFB 4,E,16-Sep,260,1,0,8,48.26,
SBI,Bowens Island,Short,1,19,Tall,FB,allopatric,allopatric,allopatric,TFB,TFB 13,E,16-Sep,260,1,0,7,42.545,
SBI,Bowens Island,Short,1,20,Tall,BI,allopatric,allopatric,sympatric,TBI,TBI 19,A,16-Sep,260,1,0,5,35.56,
SBI,Bowens Island,Short,1,21,Short,FJ,sympatric,allopatric,allopatric,SFJ,SFJ 12,F,16-Sep,260,1,0,9,39.37,
SBI,Bowens Island,Short,1,22,Tall,FJ,allopatric,allopatric,allopatric,TFJ,TFJ 16,E,16-Sep,260,1,0,12,54.61,
SBI,Bowens Island,Short,1,23,Short,FJ,sympatric,allopatric,allopatric,SFJ,SFJ 20,H,16-Sep,260,1,0,12,38.1,
